dataset_label;details;plz;ort;adresse;titel;preis;wohnflaeche;roi_s;roi_i;tage_online;hausgeld;zustand;trend;cashflow;link_immometrica;online_bucket;liquiditaets_malus;audit_kategorie;manual_review_required
Leipzig;https://www.immometrica.com/de/offer/26205646;4299;Stötteritz;Lange Reihe 10, 04299 Stötteritz, Leipzig;Stilvolle Kapitalanlage: Sanierte 2-Raumwohnung mit Balkon im ruhigen Hinterhaus!;127000.0;45.4;4.4;3.8;139.0;225.0;Modernisiert;-;144.59;https://www.immometrica.com/de/offer/26205646;61–180 Tage;-15;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/24249920;4105;Zentrum-Nordwest;Friedrich-Ebert-Str., 04105 Leipzig (Zentrum-Nordwest);1-Raumwohnung im Waldstraßenviertel - Ihr Einstieg als Immobilienkäufer?;130000.0;40.2;4.4;3.3;313.0;207.37;Saniert;-;147.7;https://www.immometrica.com/de/offer/24249920;>180 Tage;-30;stark prüfen: sehr lange online;True
Leipzig;https://www.immometrica.com/de/offer/27078108;4179;Leutzsch;04179 Leipzig (Leutzsch);INVESTIEREN IN GEFRAGTER LAGE | Solide vermietete 2-Raum-Wohnung mit Balkon;125000.0;47.6;4.4;3.2;65.0;231.0;Gepflegt;-;144.84;https://www.immometrica.com/de/offer/27078108;61–180 Tage;-15;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/25796603;4288;Liebertwolkwitz;Alte Gärtnerei 6, 04288 Liebertwolkwitz, Leipzig;Wohnung mit Wohlfühlcharakter + Balkon und TG-SP;149000.0;58.0;4.4;3.8;175.0;364.0;Gepflegt;gesunken;81.78;https://www.immometrica.com/de/offer/25796603;61–180 Tage;-15;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/27116788;4157;Gohlis-Mitte;04157 Leipzig - Gohlis-Mitte 04157 Leipzig - Gohlis-Mitte;Leipzig-Gohlis | Balkon | Aufzug | Mosaik-Parkett | Einbauküche;149000.0;52.0;4.4;;63.0;247.0;Gepflegt;-;138.94;https://www.immometrica.com/de/offer/27116788;61–180 Tage;-15;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/24575903;4315;Leipzig;Klasingstr. 44B, 04315 Leipzig;Kapitalanlage: 2-Zimmer WE mit Balkon im repräsentativen Denkmalobjekt!;130000.0;47.0;4.4;2.5;282.0;;Gepflegt;-;133.7;https://www.immometrica.com/de/offer/24575903;>180 Tage;-30;stark prüfen: sehr lange online;True
Leipzig;https://www.immometrica.com/de/offer/27753030;4318;Anger-Crottendorf;04318 Leipzig - Anger-Crottendorf 04318 Leipzig - Anger-Crottendorf;Vermietete Eigentumswohnung mit Balkon und Stellplatz;135000.0;52.8;4.4;;6.0;264.0;Modernisiert;-;144.65;https://www.immometrica.com/de/offer/27753030;<14 Tage;0;kein Liquiditätsrisiko;False
Leipzig;https://www.immometrica.com/de/offer/25565140;4159;Wahren;Paul-Ernst-Straße 23, 04159 Leipzig (Wahren);Gepflegte Kapitalanlage mit Balkon in ruhiger Lage;129000.0;51.0;4.4;;205.0;278.0;Gepflegt;gestiegen;106.14;https://www.immometrica.com/de/offer/25565140;>180 Tage;-30;stark prüfen: sehr lange online;True
Leipzig;https://www.immometrica.com/de/offer/19490949;4299;Stötteritz;Schlesierstr. 43, 04299 Leipzig;Vermietete 2 Zimmer Eigentumswohnung mit Balkon in Leipzig - Stötteritz;117000.0;45.33;4.4;3.2;785.0;227.34;Saniert;-;154.65;https://www.immometrica.com/de/offer/19490949;>180 Tage;-30;stark prüfen: sehr lange online;True
Leipzig;https://www.immometrica.com/de/offer/27042926;4329;Leipzig;Zwergmispelstr. 11, 04329 Leipzig;++ 4,62% IST-Rendite, West-Balkon, PKW-Stellplatz! Attraktive 2-Zimmer-Wohnung im Leipziger Osten ++;139000.0;59.4;4.4;4.6;69.0;273.9;Gepflegt;-;143.05;https://www.immometrica.com/de/offer/27042926;61–180 Tage;-15;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/24460593;4129;Eutritzsch;Bonhoefferstraße 6, 04129 Eutritzsch, Leipzig;Schicke 2-Zimmer-Wohnung mit toller Ausstattung in Eutritzsch;150000.0;53.37;4.4;2.8;293.0;210.0;Gepflegt;gesunken;122.15;https://www.immometrica.com/de/offer/24460593;>180 Tage;-30;stark prüfen: sehr lange online;True
Leipzig;https://www.immometrica.com/de/offer/27078105;4179;Leutzsch;04179 Leipzig (Leutzsch);GALERIEWOHNUNG MIT BALKON | Wohnen über den Dächern von Leutzsch;130000.0;47.5;4.4;;65.0;248.0;Gepflegt;gesunken;130.7;https://www.immometrica.com/de/offer/27078105;61–180 Tage;-15;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/25852861;4315;Volkmarsdorf;Bülowstraße 21, 04315 Leipzig (Volkmarsdorf);Kapitalanlage oder Selbstbezug ! Appartement mit Balkon, Stadtteil Volkmarsdorf;107500.0;40.8;4.4;;170.0;170.0;Vollständig renoviert;gesunken;173.91;https://www.immometrica.com/de/offer/25852861;61–180 Tage;-15;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/25878819;4177;Leipzig;Josephstr. 39, 04177 Leipzig;Vermietete 1-Raum-ETW mit Loggia in Plagwitz-Lindenau;110600.0;32.64;4.4;2.7;168.0;;Vollständig renoviert;-;178.94;https://www.immometrica.com/de/offer/25878819;61–180 Tage;-15;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/17845425;4319;Engelsdorf;04319 Leipzig (Engelsdorf);Kleine gemütliche Wohnung als Kapitalanlage;99500.0;36.0;4.4;;1360.0;;Vollständig renoviert;gesunken;168.07;https://www.immometrica.com/de/offer/17845425;>180 Tage;-30;stark prüfen: sehr lange online;True
Leipzig;https://www.immometrica.com/de/offer/27331253;4318;Leipzig;Cunnersdorfer Str. 2, 04318 Leipzig;REDUZIERT- Ihr neues Zuhause mit eigener Terrasse;140000.0;55.06;4.3;3.5;43.0;230.0;Saniert;gesunken;123.43;https://www.immometrica.com/de/offer/27331253;14–60 Tage;-5;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/27593259;4158;Wiederitzsch;04158 Wiederitzsch, Leipzig;KOMPAKTE KAPITALANLAGE MIT MEHRWERT | Vermietete 2-Raum-Wohnung mit Südbalkon und TG-Stellplatz;150000.0;55.0;4.3;;20.0;290.86;Gepflegt;-;93.15;https://www.immometrica.com/de/offer/27593259;14–60 Tage;-5;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/27180488;4177;Lindenau;04177 Leipzig (Lindenau);Kompakte 1-Raum-Wohnung im Leipziger Westen;110000.0;32.5;4.3;;57.0;;Vollständig renoviert;-;175.62;https://www.immometrica.com/de/offer/27180488;14–60 Tage;-5;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/26944965;4328;Paunsdorf;04328 Paunsdorf, Leipzig;Paunsdorf - sehr gepflegte 2-Raumwohnung mit Balkon & Tageslichtbad für Eigennutzer o.Kapitalanleger;135000.0;56.1;4.3;;77.0;292.48;Saniert;-;105.56;https://www.immometrica.com/de/offer/26944965;61–180 Tage;-15;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/26063160;4109;Zentrum-West;Friedrich-Ebert-Straße 45a, 04109 Zentrum-West, Leipzig;Stilvolles 1,5-Zimmer-Apartment in ruhiger Karree-Lage!*Balkon*Fußbodenheizung*;145000.0;40.0;4.3;3.2;150.0;210.0;Saniert;gesunken;119.28;https://www.immometrica.com/de/offer/26063160;61–180 Tage;-15;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/25444671;4318;Anger-Crottendorf;04318 Leipzig (Anger-Crottendorf);Charmante 2-Zimmer-Altbauwohnung mit Balkon in Leipzig-Anger-Crottendorf;140250.0;55.0;4.3;;217.0;250.0;Gepflegt;-;111.27;https://www.immometrica.com/de/offer/25444671;>180 Tage;-30;stark prüfen: sehr lange online;True
Leipzig;https://www.immometrica.com/de/offer/27471868;4105;Leipzig;Nordstr. 35, 04105 Leipzig;Residenz am Zoo - zentrumsnahe Wohnung mit tollem Ausblick;149000.0;49.0;4.3;;30.0;234.0;Gepflegt;-;106.78;https://www.immometrica.com/de/offer/27471868;14–60 Tage;-5;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/26774581;4289;Probstheida;Preußenstraße 35, 04289 Leipzig (Probstheida);+++ Preisreduzierung! Attraktive 2-Zimmer-Wohnung in Leipzig-Probstheida;134999.0;46.0;4.3;;92.0;;Gepflegt;gestiegen;136.64;https://www.immometrica.com/de/offer/26774581;61–180 Tage;-15;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/25809675;4357;Mockau-Nord;Lilienthalstr. 4, 04357 Leipzig;Charmante 2-Zimmer-Wohnung mit Balkon in denkmalgeschütztem Gebäude;135000.0;54.7;4.3;3.5;174.0;207.0;Saniert;-;126.56;https://www.immometrica.com/de/offer/25809675;61–180 Tage;-15;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/26286306;4159;Wahren;Hopfenbergstraße 10, 04159 Wahren, Leipzig;Jetzt kaufen statt warten – 2-Zimmer in Seenähe - zur Kapitalanlage;130000.0;51.3;4.3;;132.0;255.0;Gepflegt;gestiegen;117.7;https://www.immometrica.com/de/offer/26286306;61–180 Tage;-15;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/27808348;4277;Connewitz;04277 Connewitz, Leipzig;Bezugsfreie 1,5-Zimmer-Wohnung mit Balkon und SNR am TG-Stellplatz;140000.0;42.0;4.3;;1.0;235.0;Gepflegt;-;105.48;https://www.immometrica.com/de/offer/27808348;<14 Tage;0;kein Liquiditätsrisiko;False
Leipzig;https://www.immometrica.com/de/offer/27062474;4103;Zentrum-Ost;04103 Leipzig (Zentrum-Ost);Leerstehend! Top-Lage im Zentrum Ost | Aufzug | TG-Stellplatz | Balkon;149000.0;40.4;4.3;;67.0;254.0;Gepflegt;-;95.77;https://www.immometrica.com/de/offer/27062474;61–180 Tage;-15;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/27594930;4179;Leipzig;Bischofstr. 29, 04179 Leipzig;++ Barrierearmes Apartment mit Pflegedienst im Haus und Balkon ins Grüne ++;120000.0;38.4;4.2;;20.0;121.93;Gepflegt;-;164.98;https://www.immometrica.com/de/offer/27594930;14–60 Tage;-5;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/22706475;4315;Volkmarsdorf;Kapellenstraße 18, 04315 Neustadt-Neuschönefeld, Leipzig;moderne 2-Raum Wohnung im sanierten Altbau;138000.0;49.0;4.2;3.4;463.0;258.0;Saniert;gesunken;104.68;https://www.immometrica.com/de/offer/22706475;>180 Tage;-30;stark prüfen: sehr lange online;True
Leipzig;https://www.immometrica.com/de/offer/21196112;4347;Leipzig;Scheumannstr. 6, 04347 Leipzig;Dachgeschosswohnung im denkmalgeschützten MFH in Schönefeld;148200.0;59.9;4.2;1.8;611.0;;Saniert;gesunken;104.52;https://www.immometrica.com/de/offer/21196112;>180 Tage;-30;stark prüfen: sehr lange online;True
Leipzig;https://www.immometrica.com/de/offer/27435573;4299;Leipzig;Ferdinand-Jost-Str. 18, 04299 Leipzig;Leipziger Charme trifft Wohnkomfort:  2-Zimmer-Wohnung mit Altbauflair in Stötteritz;149000.0;55.0;4.2;;34.0;263.0;Vollständig renoviert;-;87.78;https://www.immometrica.com/de/offer/27435573;14–60 Tage;-5;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/24411610;4178;Burghausen-Rückmarsdorf;04178 Leipzig - Burghausen-Rückmarsdorf 04178 Leipzig - Burghausen-Rückmarsdorf;SORGLOS-INVESTMENT: Renovierte ETW mit über 5% Rendite!;120000.0;40.0;4.2;4.0;297.0;;Gepflegt;-;130.24;https://www.immometrica.com/de/offer/24411610;>180 Tage;-30;stark prüfen: sehr lange online;True
Leipzig;https://www.immometrica.com/de/offer/22862595;4207;Lausen-Grünau;An der Kotsche 27, 04207 Lausen-Grünau, Leipzig;!!!! Endlich !!!  ZWEI-ZIMMER WOHNUNG IN LEIPZIG-GRÜNAU;115000.0;48.0;4.2;3.1;451.0;134.0;Modernisiert;-;164.12;https://www.immometrica.com/de/offer/22862595;>180 Tage;-30;stark prüfen: sehr lange online;True
Leipzig;https://www.immometrica.com/de/offer/27065408;4177;Lindenau;Engertstrasse 7, 04177 Lindenau, Leipzig;BEZUGSFREIE 2-Zimmer-Wohnung mit Balkon, Aufzug & Tiefgarage in Leipzig-Lindenau am Karl-Heine-Kanal;129500.0;41.48;4.2;;66.0;274.0;Gepflegt;-;105.02;https://www.immometrica.com/de/offer/27065408;61–180 Tage;-15;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/25510378;4329;Leipzig;Felsenbirnenstr. 10, 04329 Leipzig;Zweiraum-Traum für Kapitalanleger!;149000.0;62.0;4.2;3.5;211.0;272.0;Gepflegt;-;84.44;https://www.immometrica.com/de/offer/25510378;>180 Tage;-30;stark prüfen: sehr lange online;True
Leipzig;https://www.immometrica.com/de/offer/24943988;4319;Leipzig;Ernst-Guhr-Str. 7, 04319 Leipzig;ruhig gelegene 2-Raumwohnung mit Blick ins Grüne in Leipzig;148000.0;52.0;4.2;3.9;247.0;284.0;Gepflegt;-;71.06;https://www.immometrica.com/de/offer/24943988;>180 Tage;-30;stark prüfen: sehr lange online;True
Leipzig;https://www.immometrica.com/de/offer/18659684;4178;Burghausen-Rückmarsdorf;Lindenpark 1, 04178 Leipzig;I INVEST I 4.500 €/p.a IST I Neubau I 2-RW I Balkon I Stellplatz I;119500.0;40.93;4.2;3.8;867.0;162.51;Saniert;gesunken;146.3;https://www.immometrica.com/de/offer/18659684;>180 Tage;-30;stark prüfen: sehr lange online;True
Leipzig;https://www.immometrica.com/de/offer/27230226;4329;Leipzig;Hermelinstr. 12, 04329 Leipzig;Wertstabile 2-Zimmer-Wohnung in gefragter Lage mit ca. 4 % Rendite - ideal für Kapitalanleger;123000.0;42.0;4.2;3.9;52.0;187.68;Gepflegt;-;135.1;https://www.immometrica.com/de/offer/27230226;14–60 Tage;-5;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/27622969;4179;Leutzsch;04179 Leutzsch, Leipzig;GALERIEWOHNUNG MIT BALKON | Wohnen über den Dächern von Leutzsch;130000.0;47.45;4.2;;17.0;248.0;Gepflegt;-;108.7;https://www.immometrica.com/de/offer/27622969;14–60 Tage;-5;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/27161120;4178;Leipzig;04178 Leipzig;VERMIETETE KAPITALANLAGE + EBK u. STELLPLATZ inklusive + 2023 saniert 6.120 EUR p.a.;120000.0;40.0;4.1;5.1;58.0;;Saniert;-;214.03;https://www.immometrica.com/de/offer/27161120;14–60 Tage;-5;prüfen;False
